Geography,Q4 2023,Q1 2024,Q2 2024,Q3 2024,Q4 2024
Canada,40,513,781,40784356.0,41038370.0,41288599.0,41465298.0
Newfoundland and Labrador,541,000,541820.0,543141.0,545247.0,545880.0
Prince Edward Island,175,871,176318.0,177318.0,178550.0,179301.0
Nova Scotia,1,064,297,1068120.0,1071498.0,1076374.0,1079676.0
New Brunswick,840,578,844433.0,849168.0,854355.0,857381.0
Quebec,8,918,906,8956326.0,9003338.0,9056044.0,9100249.0
Ontario,15,818,465,15944379.0,16033583.0,16124116.0,16171802.0
Manitoba,1,465,035,1475046.0,1485955.0,1494301.0,1499981.0
Saskatchewan,1,219,702,1226848.0,1233068.0,1239865.0,1246691.0
Alberta,4,744,897,4791876.0,4842523.0,4888723.0,4931601.0
British Columbia,5,593,961,5627961.0,5666888.0,5698430.0,5719594.0
Yukon,45,676,45936.0,46353.0,46704.0,46948.0
Northwest Territories,44,495,44499.0,44686.0,44731.0,44936.0
Nunavut,40,898,40794.0,40851.0,41159.0,41258.0
